orderID,orderDate,articleID,colorCode,sizeCode,productGroup,quantity,price,voucherID,voucherAmount,customerID,deviceID,paymentMethod,rrp,returnQuantity,,
a1208979,2014-07-04,i1000319,1001,42,3,1,"20,0",0,"0,0",c1162741,3,BPRG,"39,99","0,0",,
a1675070,2015-08-05,i1001916,2081,44,8,1,"20,0",0,"0,0",c1301195,2,BPRG,"39,99","0,0",,
a1633823,2015-07-03,i1003191,1093,38,3,1,"25,99",v1000618,"10,0",c1289395,2,PAYPALVC,"25,99","1,0",,
a1424109,2015-01-22,i1001006,2056,44,3,1,"30,0",0,"0,0",c1181627,4,BPRG,"45,99","1,0",,
a1379784,2014-12-05,i1002124,1927,38,9,0,"0,0",0,"0,0",c1215301,2,BPRG,"39,99","0,0",,
a1248866,2014-08-08,i1000796,1003,38,3,1,"9,0",0,"0,0",c1105049,2,BPRG,"29,99","0,0",,
a1248868,2014-08-08,i1002346,3001,40,13,1,"35,0",0,"0,0",c1034881,2,BPRG,"49,99","1,0",,
a1424114,2015-01-22,i1001538,1001,36,6,1,"40,0",v1000451,"15,8",c1026197,3,BPRG,"59,99","1,0",,
a1633841,2015-07-03,i1003996,8888,A,45,1,"0,0",v1000617,"0,0",c1107876,3,CBA,"0,0","0,0",,
a1169741,2014-06-05,i1002021,3493,40,8,1,"12,0",0,"0,0",c1149931,3,BPRG,"39,99","0,0",,
a1209002,2014-07-04,i1003709,1003,40,1,1,"49,99",0,"0,0",c1019289,2,BPRG,"49,99","1,0",,
a1553586,2015-05-07,i1003881,1001,36,1,1,"49,99",0,"0,0",c1266655,2,BPRG,"49,99","1,0",,
a1379801,2014-12-05,i1003744,1854,32,1,1,"20,0",0,"0,0",c1215308,2,BPRG,"39,99","1,0",,
a1715190,2015-09-06,i1001082,1089,44,3,0,"0,0",0,"0,0",c1311929,2,PAYPALVC,"29,99","0,0",,
a1292252,2014-09-19,i1001257,1018,40,4,1,"39,99",v1000285,"10,0",c1142559,2,BPRG,"39,99","0,0",,
a1512092,2015-04-07,i1001281,1077,38,4,1,"49,99",v1000415,"10,0",c1207719,2,BPRG,"49,99","0,0",,
a1292262,2014-09-19,i1002710,3007,I,17,1,"9,0",0,"0,0",c1107921,2,BPRG,"29,99","1,0",,
a1468570,2015-03-04,i1001401,1021,40,5,1,"25,0",0,"0,0",c1241057,2,BPRG,"49,99","0,0",,
a1633859,2015-07-03,i1000686,1055,42,3,1,"18,0",v1000731,"0,0",c1264218,2,BPRG,"25,99","0,0",,
a1633862,2015-07-03,i1002162,2001,36,9,1,"40,0",0,"0,0",c1032875,2,BPRG,"59,99","0,0",,
a1593754,2015-06-05,i1003847,1078,42,1,1,"50,0",0,"0,0",c1004248,2,BPRG,"69,99","0,0",,
a1424145,2015-01-23,i1002825,1044,I,17,1,"15,0",v1000451,"16,8",c1228855,2,BPRG,"29,99","0,0",,
a1633871,2015-07-03,i1003890,1033,38,1,1,"39,99",0,"0,0",c1078418,2,BPRG,"39,99","1,0",,
a1468587,2015-03-04,i1003836,1003,38,1,1,"59,99",0,"0,0",c1037692,3,BPRG,"59,99","0,0",,
a1468593,2015-03-04,i1003846,1055,36,1,1,"69,99",0,"0,0",c1018388,2,KKE,"69,99","0,0",,
a1553624,2015-05-07,i1002161,1079,38,9,1,"49,99",0,"0,0",c1023949,2,BPRG,"49,99","1,0",,
a1292296,2014-09-19,i1000896,1018,38,3,1,"25,0",0,"0,0",c1189556,3,KKE,,"0,0",,
a1553641,2015-05-07,i1002951,1033,I,17,1,"19,99",v1000619,"0,0",c1028957,2,CBA,"19,99","0,0",,
a1335692,2014-10-27,i1003970,1012,38,1,1,"20,0",0,"0,0",c1002525,2,BPRG,"39,99","0,0",,
a1715231,2015-09-06,i1002159,3001,36,9,1,"12,0",0,"0,0",c1222093,3,BPRG,"39,99","0,0",,
a1512138,2015-04-07,i1000456,1077,38,3,1,"29,99",0,"0,0",c1254081,3,KKE,"29,99","0,0",,
a1553644,2015-05-07,i1001110,1493,40,3,1,"29,99",0,"0,0",c1266667,2,BPRG,"29,99","1,0",,
a1468612,2015-03-04,i1001068,1077,42,3,1,"27,99",0,"0,0",c1151385,2,BPRG,"27,99","0,0",,
a1335698,2014-10-27,i1003450,7065,32,2,1,"59,99",0,"0,0",c1172903,2,BPRG,"59,99","0,0",,
a1209067,2014-07-04,i1002270,1953,40,13,1,"59,99",v1000219,"10,0",c1065351,2,BPRG,"59,99","1,0",,
a1715238,2015-09-06,i1001427,1086,44,5,1,"20,0",0,"0,0",c1000901,3,BPRG,"39,99","1,0",,
a1593794,2015-06-05,i1003518,7110,29,2,1,"69,99",0,"0,0",c1278167,4,BPRG,"69,99","1,0",,
a1169796,2014-06-05,i1000879,3012,42,3,1,"29,99",0,"0,0",c1006942,2,BPRG,"29,99","1,0",,
a1424196,2015-01-23,i1001006,2044,38,3,1,"30,0",v1000451,"38,0",c1040245,5,BPRG,"45,99","0,0",,
a1379886,2014-12-05,i1003519,7093,31,2,1,"69,99",0,"0,0",c1094690,2,CBA,"69,99","0,0",,
a1169797,2014-06-05,i1002018,6831,40,8,1,"18,0",v1000078,"10,0",c1092294,2,BPRG,"59,99","0,0",,
a1468620,2015-03-04,i1002146,1001,38,9,1,"12,0",v1000476,"10,0",c1140867,5,BPRG,"39,99","1,0",,
a1209086,2014-07-04,i1002024,1961,40,8,1,"15,0",0,"0,0",c1160171,2,BPRG,"49,99","0,0",,
a1593810,2015-06-05,i1001691,1077,42,8,1,"39,99",0,"0,0",c1148980,2,PAYPALVC,"39,99","1,0",,
a1553670,2015-05-07,i1000661,1001,40,3,1,"27,99",0,"0,0",c1020994,2,BPRG,"27,99","1,0",,
a1169806,2014-06-05,i1002111,3001,32,9,1,"59,99",0,"0,0",c1057319,2,BPRG,"59,99","0,0",,
a1292329,2014-09-19,i1000953,1012,42,3,1,"39,99",v1000078,"10,0",c1039462,3,BPRG,,"1,0",,
a1512164,2015-04-07,i1001141,1081,42,4,1,"29,99",0,"0,0",c1065959,4,BPRG,"29,99","1,0",,
a1209092,2014-07-04,i1002095,1953,42,9,1,"12,0",0,"0,0",c1015161,4,BPRG,"39,99","0,0",,
a1292331,2014-09-19,i1000908,3001,44,3,1,"25,0",0,"0,0",c1067564,2,PAYPALVC,"35,99","1,0",,
a1169808,2014-06-05,i1000830,1001,40,3,1,"29,99",0,"0,0",c1149955,2,BPRG,"29,99","1,0",,
a1424210,2015-01-23,i1002210,1001,36,9,1,"59,99",0,"0,0",c1228879,2,CBA,"59,99","0,0",,
a1512172,2015-04-07,i1000687,1067,42,3,1,"25,99",0,"0,0",c1214797,2,BPRG,"25,99","1,0",,
a1715261,2015-09-06,i1003666,7205,32,2,1,"69,99",0,"0,0",c1034380,2,BPRG,"69,99","0,0",,
a1468646,2015-03-04,i1000397,1079,36,3,1,"17,99",0,"0,0",c1064765,2,PAYPALVC,"17,99","0,0",,
a1553688,2015-05-07,i1001088,3089,40,3,1,"25,99",0,"0,0",c1082801,2,PAYPALVC,"25,99","1,0",,
a1248954,2014-08-09,i1000858,1013,36,3,1,"15,0",0,"0,0",c1005616,2,PAYPALVC,"22,99","0,0",,
a1292346,2014-09-19,i1001605,1016,42,7,1,"139,99",0,"0,0",c1051549,2,BPRG,"139,99",,,
a1248956,2014-08-09,i1002477,1002,40,14,0,"0,0",0,"0,0",c1044334,4,KKE,"119,99","0,0",,
a1379921,2014-12-05,i1000998,3028,40,3,1,"35,99",0,"0,0",c1170947,5,BPRG,"35,99","1,0",,
a1248959,2014-08-09,i1001517,3993,42,6,1,"20,0",0,"0,0",c1021379,5,BPRG,"69,99","0,0",,
a1335744,2014-10-27,i1000933,1493,38,3,1,"20,0",0,"0,0",c1072719,4,BPRG,"29,99","1,0",,
a1633958,2015-07-03,i1001688,1090,40,8,1,"39,99",0,"0,0",c1289428,2,BPRG,"39,99","1,0",,
a1715282,2015-09-06,i1003151,1093,42,3,1,"29,99",0,"0,0",c1028752,2,PAYPALVC,"29,99","1,0",,
a1335747,2014-10-27,i1001830,1927,44,8,1,"39,99",0,"0,0",c1195649,3,BPRG,,"1,0",,
a1248972,2014-08-09,i1001771,2011,42,8,1,"18,0",0,"0,0",c1175676,2,BPRG,"35,99","1,0",,
a1292366,2014-09-19,i1001784,2014,38,8,1,"39,99",0,"0,0",c1014307,5,BPRG,"39,99","0,0",,
a1553713,2015-05-07,i1001034,3493,44,3,1,"18,0",v1000619,"0,0",c1049801,2,BPRG,"35,99","0,0",,
a1468667,2015-03-04,i1002907,1003,95,17,1,"29,99",0,"0,0",c1128777,3,BPRG,"29,99","1,0",,
a1468667,2015-03-04,i1003531,7098,29,2,1,"69,99",0,"0,0",c1128777,3,BPRG,"69,99","1,0",,
a1169837,2014-06-05,i1003338,6796,32,2,1,"18,0",0,"0,0",c1149974,2,BPRG,"59,99","0,0",,
a1512208,2015-04-07,i1001326,1079,40,5,1,"39,99",0,"0,0",c1254096,3,BPRG,"39,99","0,0",,
a1675223,2015-08-05,i1001891,2055,44,8,1,"12,0",0,"0,0",c1027889,4,BPRG,"39,99","1,0",,
a1715295,2015-09-06,i1001717,1111,38,8,1,"49,99",0,"0,0",c1112233,2,BPRG,"49,99","1,0",,
a1424246,2015-01-23,i1002046,1961,42,8,1,"15,0",v1000451,"28,0",c1139497,3,BPRG,"49,99","1,0",,
a1209144,2014-07-04,i1002059,1003,36,8,1,"30,0",v1000254,"0,0",c1162782,2,BPRG,"39,99","1,0",,
a1169850,2014-06-05,i1000373,1961,40,3,1,"9,99",0,"0,0",c1034602,2,BPRG,"9,99","0,0",,
a1468690,2015-03-04,i1000397,1001,42,3,1,"17,99",0,"0,0",c1241091,2,BPRG,"17,99","0,0",,
a1209153,2014-07-04,i1001525,1854,44,6,1,"30,0",0,"0,0",c1162796,3,CBA,"59,99","1,0",,
a1424261,2015-01-23,i1001835,1014,44,8,1,"25,0",0,"0,0",c1228884,2,PAYPALVC,"49,99","1,0",,
a1715309,2015-09-06,i1001550,1079,36,6,1,"15,0",0,"0,0",c1311967,4,CBA,"49,99","0,0",,
a1593874,2015-06-05,i1000323,3493,42,3,1,"29,99",0,"0,0",c1278187,2,KKE,"29,99","0,0",,
a1209156,2014-07-04,i1001245,1493,36,4,1,"20,0",0,"0,0",c1162789,5,BPRG,"39,99","1,0",,
a1249004,2014-08-09,i1001403,1014,34,5,1,"49,99",0,"0,0",c1044740,2,BPRG,"49,99","1,0",,
a1335785,2014-10-27,i1000377,1003,44,3,1,"19,99",0,"0,0",c1202229,4,CBA,"19,99","1,0",,
a1675254,2015-08-05,i1000675,1082,42,3,1,"22,99",0,"0,0",c1005386,2,BPRG,"22,99","0,0",,
a1169871,2014-06-05,i1000857,1001,38,3,1,"25,99",0,"0,0",c1011942,2,BPRG,"25,99","1,0",,
a1380000,2014-12-05,i1000322,1003,44,3,1,"15,0",0,"0,0",c1215381,2,BPRG,"25,99","0,0",,
a1593898,2015-06-05,i1000498,2086,34,3,1,"22,99",v1000535,"10,0",c1065536,2,BPRG,"22,99","0,0",,
a1169871,2014-06-05,i1003742,1000,38,1,1,"69,99",0,"0,0",c1011942,2,BPRG,"69,99","0,0",,
a1553765,2015-05-07,i1002675,3088,I,17,1,"17,99",v1000415,"10,0",c1017826,2,BPRG,"17,99","1,0",,
a1512242,2015-04-07,i1001852,1079,36,8,1,"39,99",v1000415,"10,0",c1198902,4,BPRG,"39,99","0,0",,
a1380005,2014-12-05,i1001859,1001,42,8,1,"59,99",0,"0,0",c1064663,2,CBA,"59,99","1,0",,
a1512248,2015-04-07,i1000336,3077,38,3,1,"29,99",v1000475,"10,0",c1190371,3,BPRG,"29,99","1,0",,
a1380009,2014-12-05,i1001314,1044,34,5,1,"69,99",0,"0,0",c1215385,2,BPRG,"69,99","1,0",,
a1468727,2015-03-04,i1003817,1056,44,1,1,"25,0",0,"0,0",c1001977,2,BPRG,"49,99","1,0",,
a1634027,2015-07-03,i1001679,2086,42,8,1,"25,0",v1000703,"54,89",c1263633,2,BPRG,"35,99","1,0",,
a1292432,2014-09-19,i1002791,3769,I,17,1,"39,99",0,"0,0",c1123488,2,BPRG,"39,99","0,0",,
a1335817,2014-10-27,i1000877,3014,44,3,1,"8,0",v1000277,"10,0",c1071102,2,BPRG,"27,99","1,0",,
a1593918,2015-06-05,i1003520,7126,32,2,1,"40,0",0,"0,0",c1269116,2,KKE,"59,99","1,0",,
a1675275,2015-08-05,i1002257,1096,42,13,1,"79,99",0,"0,0",c1207147,2,BPRG,"79,99","1,0",,
a1249035,2014-08-09,i1001766,3493,42,8,1,"35,99",0,"0,0",c1170244,2,BPRG,"35,99","0,0",,
a1292440,2014-09-19,i1001813,1975,38,8,1,"30,0",0,"0,0",c1189398,2,BPRG,"39,99","1,0",,
a1553792,2015-05-07,i1003578,7126,34,2,1,"49,99",v1000242,"5,0",c1057349,2,BPRG,"49,99","1,0",,
a1209195,2014-07-04,i1003718,1003,42,1,1,"50,0",0,"0,0",c1162604,2,BPRG,"69,99","1,0",,
a1715357,2015-09-06,i1000499,2086,34,3,1,"15,0",0,"0,0",c1158976,2,BPRG,"19,99","1,0",,
a1634042,2015-07-03,i1003895,1091,40,1,1,"39,99",0,"0,0",c1289453,5,BPRG,"39,99","0,0",,
a1380045,2014-12-05,i1001282,1940,40,4,1,"29,99",0,"0,0",c1089144,2,BPRG,"29,99","1,0",,
a1675293,2015-08-05,i1000678,1081,42,3,1,"25,0",0,"0,0",c1211051,2,BPRG,"35,99","0,0",,
a1468756,2015-03-04,i1002368,2077,42,13,1,"49,99",0,"0,0",c1241117,2,BPRG,"49,99","1,0",,
a1468758,2015-03-04,i1001135,1894,36,4,1,"39,99",0,"0,0",c1241116,2,BPRG,"39,99","0,0",,
a1593936,2015-06-05,i1001688,1001,44,8,1,"39,99",0,"0,0",c1011269,2,BPRG,"39,99","1,0",,
a1675297,2015-08-05,i1001715,1001,44,8,1,"39,99",v1000415,"10,0",c1178609,2,BPRG,"39,99","0,0",,
a1593942,2015-06-05,i1000674,1001,38,3,1,"22,99",0,"0,0",c1277499,2,PAYPALVC,"22,99","1,0",,
a1335851,2014-10-27,i1001410,2044,44,5,1,"49,99",0,"0,0",c1116326,3,BPRG,"49,99","0,0",,
a1675306,2015-08-05,i1001082,1089,40,3,1,"20,0",0,"0,0",c1199108,2,BPRG,"29,99","1,0",,
a1675309,2015-08-05,i1001886,3065,38,8,1,"15,0",0,"0,0",c1063350,2,CBA,"49,99","1,0",,
a1209228,2014-07-04,i1000365,1986,44,3,1,"15,99",0,"0,0",c1008982,2,BPRG,"15,99","0,0",,
a1634065,2015-07-03,i1002319,1091,36,13,1,"69,99",0,"0,0",c1165497,2,BPRG,"69,99","1,0",,
a1380070,2014-12-05,i1002871,2043,I,17,1,"19,99",v1000321,"10,0",c1215406,2,BPRG,"19,99","1,0",,
a1468785,2015-03-04,i1003517,7103,29,2,1,"69,99",0,"0,0",c1081642,4,BPRG,"69,99","1,0",,
a1553833,2015-05-07,i1000277,7142,29,2,1,"49,99",v1000551,"33,99",c1207524,2,BPRG,"49,99","0,0",,
a1468792,2015-03-04,i1003837,1061,44,1,1,"59,99",0,"0,0",c1241133,2,BPRG,"59,99","0,0",,
a1715386,2015-09-07,i1003152,1082,40,3,1,"15,99",0,"0,0",c1311987,2,CBA,"15,99","0,0",,
a1380087,2014-12-05,i1001615,1001,44,7,1,"139,99",0,"0,0",c1043283,2,CBA,"139,99","1,0",,
a1424371,2015-01-23,i1003969,1003,38,1,1,"20,0",v1000451,"45,8",c1228919,2,BPRG,"69,99","0,0",,
a1424378,2015-01-23,i1001044,2001,42,3,1,"25,99",0,"0,0",c1032199,2,BPRG,"25,99","0,0",,
a1249091,2014-08-09,i1001802,3001,44,8,1,"30,0",v1000166,"10,0",c1127361,2,BPRG,"39,99","0,0",,
a1424382,2015-01-23,i1001851,1055,36,8,1,"35,99",0,"0,0",c1016923,2,BPRG,"35,99","0,0",,
a1424383,2015-01-23,i1000453,1493,40,3,1,"30,0",0,"0,0",c1134264,2,BPRG,"39,99","0,0",,
a1675351,2015-08-05,i1000355,3493,42,3,1,"15,0",0,"0,0",c1148973,2,BPRG,"25,99","0,0",,
a1634093,2015-07-03,i1001705,3093,40,8,1,"39,99",0,"0,0",c1000354,2,PAYPALVC,"39,99","0,0",,
a1634094,2015-07-03,i1003538,1033,32,2,1,"15,0",0,"0,0",c1082096,2,BPRG,"49,99","1,0",,
a1424390,2015-01-23,i1000961,3014,36,3,1,"8,0",v1000451,"57,4",c1228920,2,BPRG,"25,99","1,0",,
a1335888,2014-10-27,i1001836,1001,36,8,1,"39,99",0,"0,0",c1041870,2,BPRG,"39,99","1,0",,
a1380122,2014-12-05,i1003808,1056,44,1,1,"69,99",0,"0,0",c1077269,2,BPRG,"69,99","0,0",,
a1593996,2015-06-05,i1002174,3493,44,9,1,"39,99",v1000617,"0,0",c1278230,4,BPRG,"39,99","0,0",,
a1715421,2015-09-07,i1003995,8888,A,45,1,"0,0",v1000795,"0,0",c1241239,5,BPRG,"0,0","0,0",,
a1249114,2014-08-09,i1000314,1007,44,3,1,"22,99",0,"0,0",c1068460,5,BPRG,"22,99","0,0",,
a1593999,2015-06-05,i1000496,3093,34,3,1,"25,99",0,"0,0",c1000059,5,BPRG,"25,99","1,0",,
a1209273,2014-07-04,i1001806,1013,42,8,1,"29,99",0,"0,0",c1162820,2,BPRG,"29,99","1,0",,
a1512338,2015-04-07,i1001020,1060,40,3,1,"9,0",v1000505,"36,29",c1070191,4,BPRG,"29,99","1,0",,
a1634109,2015-07-03,i1001142,1493,36,4,1,"20,0",0,"0,0",c1012146,2,BPRG,"29,99","0,0",,
a1715426,2015-09-07,i1001757,1097,38,8,1,"18,0",0,"0,0",c1177141,2,BPRG,"35,99","1,0",,
a1468834,2015-03-04,i1002918,3055,I,17,1,"19,99",0,"0,0",c1011600,4,KKE,"19,99","0,0",,
a1169963,2014-06-05,i1000850,1013,40,3,1,"17,99",v1000108,"10,0",c1109012,2,BPRG,"17,99","0,0",,
a1380139,2014-12-05,i1002853,2012,I,17,1,"25,99",0,"0,0",c1215432,2,BPLS,"25,99","0,0",,
a1675383,2015-08-05,i1002375,3085,42,13,1,"59,99",0,"0,0",c1301268,4,BPRG,"59,99","0,0",,
a1380149,2014-12-05,i1000638,1012,36,3,1,"35,99",0,"0,0",c1003898,2,BPRG,"35,99","0,0",,
a1594007,2015-06-05,i1001121,2079,42,3,1,"30,0",v1000617,"0,0",c1146783,4,BPRG,"39,99","1,0",,
a1634124,2015-07-03,i1000299,1091,38,3,1,"25,99",v1000617,"0,0",c1201983,3,PAYPALVC,,"0,0",,
a1468850,2015-03-04,i1000679,1050,38,3,1,"35,99",v1000242,"5,0",c1123100,2,BPRG,"35,99","0,0",,
a1292560,2014-09-19,i1001403,1975,38,5,1,"35,0",0,"0,0",c1189449,5,CBA,"49,99","1,0",,
a1468855,2015-03-04,i1003537,7113,30,2,1,"59,99",0,"0,0",c1213424,3,KKE,"59,99","0,0",,
a1468856,2015-03-04,i1001865,2043,44,8,1,"20,0",0,"0,0",c1006524,2,BPRG,"39,99","1,0",,
a1424440,2015-01-23,i1000956,2927,42,3,0,"0,0",0,"0,0",c1228939,2,BPRG,"35,99","0,0",,
a1715451,2015-09-07,i1001073,1055,44,3,1,"20,0",0,"0,0",c1312082,3,BPRG,"45,99","0,0",,
a1380176,2014-12-05,i1001863,3043,42,8,1,"35,99",v1000078,"10,0",c1054066,2,BPRG,"35,99","1,0",,
a1715455,2015-09-07,i1002587,3093,I,17,1,"19,99",v1000763,"10,0",c1312088,2,BPRG,"19,99","0,0",,
a1209301,2014-07-04,i1000747,3894,42,3,1,"8,0",0,"0,0",c1162830,3,BPRG,"25,99","0,0",,
a1169987,2014-06-06,i1003989,8888,A,45,1,"0,0",v1000205,"0,0",c1000753,2,BPRG,"0,0","0,0",,
a1380199,2014-12-05,i1003742,1953,36,1,1,"20,0",0,"0,0",c1215457,2,BPRG,"69,99","0,0",,
a1249159,2014-08-09,i1000859,1014,34,3,1,"15,0",0,"0,0",c1004556,2,VORAUS,"22,99","1,0",,
a1292603,2014-09-19,i1000314,1044,42,3,1,"22,99",0,"0,0",c1008060,2,BPRG,"22,99","0,0",,
a1675436,2015-08-05,i1003981,1854,42,1,1,"55,0",v1000415,"10,0",c1039030,2,BPRG,"79,99","0,0",,
a1292604,2014-09-19,i1002535,1001,42,15,1,"69,99",v1000285,"10,0",c1131562,4,BPRG,"69,99","0,0",,
a1249165,2014-08-09,i1000868,1012,38,3,1,"25,0",0,"0,0",c1175728,2,BPRG,"35,99","1,0",,
a1170003,2014-06-06,i1001810,1001,44,8,1,"39,99",0,"0,0",c1047796,2,BPRG,"39,99","1,0",,
a1594055,2015-06-05,i1001360,1033,38,5,1,"20,0",v1000258,"10,0",c1079790,2,BPLS,"29,99","1,0",,
a1553940,2015-05-07,i1000449,3003,38,3,1,"29,99",0,"0,0",c1043096,2,KKE,"29,99","1,0",,
a1209335,2014-07-04,i1001391,1003,38,5,1,"25,0",0,"0,0",c1109008,2,PAYPALVC,"49,99","0,0",,
a1249171,2014-08-09,i1002030,1018,44,8,1,"39,99",0,"0,0",c1189144,4,BPRG,"39,99","0,0",,
a1512404,2015-04-07,i1000687,1067,44,3,1,"25,99",v1000505,"59,98",c1007935,2,PAYPALVC,"25,99","1,0",,
a1170018,2014-06-06,i1003741,1012,36,1,1,"39,99",v1000222,"10,0",c1006720,2,BPRG,"39,99","1,0",,
a1292622,2014-09-19,i1003791,1927,38,1,1,"69,99",0,"0,0",c1000389,2,BPRG,"69,99","1,0",,
a1675447,2015-08-05,i1001890,3055,44,8,1,"12,0",0,"0,0",c1247970,2,BPRG,,"1,0",,
a1553951,2015-05-07,i1001679,2086,40,8,1,"35,99",0,"0,0",c1005874,2,BPRG,"35,99","1,0",,
a1468913,2015-03-04,i1003820,1012,32,1,1,"35,0",0,"0,0",c1241171,3,CBA,"69,99","0,0",,
a1424510,2015-01-23,i1001049,1078,38,3,1,"29,99",0,"0,0",c1228954,2,BPRG,"29,99","0,0",,
a1594072,2015-06-05,i1001598,1033,42,7,1,"85,0",0,"0,0",c1278262,2,CBA,"119,99","1,0",,
a1249189,2014-08-09,i1001853,1927,40,8,1,"39,99",0,"0,0",c1081785,2,CBA,"39,99","0,0",,
a1380251,2014-12-05,i1001288,1001,44,4,0,"0,0",0,"0,0",c1012592,4,BPRG,"49,99","0,0",,
a1553960,2015-05-07,i1002958,1033,I,17,1,"39,99",0,"0,0",c1002368,2,KKE,"39,99","1,0",,
a1380255,2014-12-05,i1000359,1993,36,3,2,"30,0",0,"0,0",c1215480,4,BPRG,"22,99","1,0",,
a1249195,2014-08-09,i1003970,1975,38,1,1,"39,99",0,"0,0",c1175742,2,KKE,"39,99","0,0",,
a1249200,2014-08-09,i1000411,1018,40,3,1,"35,99",v1000165,"10,0",c1022398,2,BPRG,"35,99","1,0",,
a1380262,2014-12-05,i1003518,7093,29,2,1,"69,99",0,"0,0",c1175224,3,BPRG,"69,99","0,0",,
a1512443,2015-04-07,i1001546,1003,38,6,1,"49,99",0,"0,0",c1189245,2,BPRG,"49,99","1,0",,
a1336030,2014-10-28,i1001531,1493,36,6,1,"39,99",0,"0,0",c1145393,2,BPRG,"39,99","1,0",,
a1170048,2014-06-06,i1000880,2493,38,3,1,"29,99",0,"0,0",c1023085,4,CBA,"29,99","1,0",,
a1715534,2015-09-07,i1003193,2110,44,3,1,"39,99",0,"0,0",c1312115,4,PAYPALVC,"39,99","0,0",,
a1715536,2015-09-07,i1003268,3112,40,3,1,"29,99",v1000415,"10,0",c1006548,2,BPRG,"29,99","0,0",,
a1594101,2015-06-05,i1001909,2055,38,8,1,"29,99",0,"0,0",c1267107,2,BPRG,"29,99","1,0",,
a1512457,2015-04-07,i1000456,1033,36,3,1,"29,99",0,"0,0",c1254160,2,BPRG,"29,99","1,0",,
a1512458,2015-04-07,i1002029,1026,36,8,1,"39,99",0,"0,0",c1254165,2,BPRG,,"1,0",,
a1336049,2014-10-28,i1002387,1001,44,13,1,"69,99",0,"0,0",c1015453,2,BPRG,"69,99","1,0",,
a1553977,2015-05-07,i1003877,1067,40,1,1,"49,99",0,"0,0",c1041432,2,BPRG,"49,99","1,0",,
a1512459,2015-04-07,i1003472,1056,34,2,1,"20,0",0,"0,0",c1224699,2,BPRG,"69,99","0,0",,
a1380280,2014-12-05,i1002426,1044,36,14,1,"69,99",0,"0,0",c1084688,2,KKE,"69,99","1,0",,
a1594104,2015-06-05,i1002287,1067,38,13,1,"49,99",0,"0,0",c1187822,3,BPRG,"49,99","1,0",,
a1249223,2014-08-09,i1002491,1003,42,14,1,"35,0",0,"0,0",c1015989,2,BPRG,"69,99","0,0",,
a1209397,2014-07-04,i1000353,1995,42,3,1,"12,0",v1000220,"10,0",c1118961,2,BPRG,"39,99","1,0",,
a1292670,2014-09-19,i1000957,3032,40,3,1,"29,99",0,"0,0",c1042448,2,BPRG,"29,99","2,0",,
a1380287,2014-12-05,i1003497,7055,28,2,1,"69,99",0,"0,0",c1105533,2,BPRG,"69,99","1,0",,
a1209400,2014-07-04,i1000811,3003,40,3,1,"20,0",0,"0,0",c1162856,2,BPRG,"29,99","0,0",,
a1512471,2015-04-07,i1003537,7113,34,2,1,"59,99",0,"0,0",c1071707,3,BPRG,"59,99","0,0",,
a1249228,2014-08-09,i1001778,1012,36,8,1,"20,0",v1000266,"0,0",c1175752,2,BPRG,"39,99","1,0",,
a1424553,2015-01-23,i1001879,1055,36,8,1,"29,99",v1000445,"35,0",c1228970,2,BPRG,"29,99","0,0",,
a1553996,2015-05-07,i1002896,3076,I,17,1,"15,0",v1000619,"0,0",c1017608,2,BPRG,"19,99","0,0",,
a1249236,2014-08-09,i1000923,1001,44,3,1,"45,99",0,"0,0",c1035322,2,BPRG,"45,99","1,0",,
a1634242,2015-07-03,i1003883,1000,36,1,1,"49,99",0,"0,0",c1159502,3,BPRG,"49,99","1,0",,
a1594127,2015-06-05,i1002287,1854,40,13,1,"49,99",0,"0,0",c1276584,2,BPRG,"49,99","1,0",,
a1336085,2014-10-28,i1000997,1927,44,3,1,"39,99",0,"0,0",c1091117,4,BPRG,"39,99","0,0",,
a1468973,2015-03-04,i1002913,1055,A,17,1,"25,99",v1000415,"10,0",c1196466,2,BPRG,"25,99","1,0",,
a1554021,2015-05-07,i1001089,1493,36,3,1,"29,99",v1000415,"10,0",c1140649,5,BPRG,"29,99","1,0",,
a1675528,2015-08-05,i1001921,1067,40,8,1,"20,0",0,"0,0",c1077747,2,BPRG,"39,99","1,0",,
a1554022,2015-05-07,i1001097,2079,34,3,1,"39,99",0,"0,0",c1266773,2,BPRG,"39,99","1,0",,
a1675538,2015-08-05,i1001096,1493,44,3,1,"30,0",0,"0,0",c1085652,2,BPRG,"45,99","1,0",,
a1292718,2014-09-19,i1000941,1028,38,3,1,"39,99",0,"0,0",c1189477,2,BPRG,"39,99","0,0",,
a1594155,2015-06-05,i1001082,1079,44,3,1,"29,99",0,"0,0",c1079602,2,BPRG,"29,99","0,0",,
a1424606,2015-01-23,i1001888,1060,44,8,1,"39,99",0,"0,0",c1228986,3,BPRG,"39,99","0,0",,
a1634283,2015-07-03,i1001909,2077,36,8,1,"20,0",0,"0,0",c1052489,2,BPRG,"29,99","0,0",,
a1170120,2014-06-06,i1000808,2000,42,3,1,"20,0",v1000166,"10,0",c1004222,2,PAYPALVC,"29,99","1,0",,
a1380374,2014-12-05,i1001293,1001,36,4,1,"39,99",v1000165,"10,0",c1046973,2,BPRG,"39,99","0,0",,
a1424617,2015-01-23,i1003800,1014,38,1,1,"25,0",v1000451,"35,0",c1080436,3,BPRG,"49,99","0,0",,
